timestamp,camera_id,zone_id,event_id,density,average_speed,median_speed,inflow_rate,outflow_rate,stationary_ratio,reverse_flow_ratio,direction_conflict_score,blockage_score,person_count,tracked_person_count,telemetry_source,flow_imbalance,net_accumulation,density_change,density_rate,speed_change,speed_rate,inflow_change,outflow_change,rolling_density_mean,rolling_density_std,rolling_speed_mean,rolling_speed_std,density_acceleration,speed_acceleration,physics_risk,RISK_AT_5M,RISK_DELTA_5M,RISK_DELTA_5M_CLASS,EARLY_ESCALATION_5M
2026-08-14T10:00:00Z,cam_01,zone_A,event_benchmark_01,0.32483570765056163,1.2113598005420585,1.1507918105149555,72.37816884535866,49.383608412128766,0.14745071229516848,0.11796056983613479,0.22993428306022468,0.16369249767769656,25,23,MIXED_EXPLICIT,22.994560433229893,22.994560433229893,0.0,0.0,0.0,0.0,0.0,0.0,0.32483570765056163,0.0,1.2113598005420585,0.0,0.0,0.0,16.997742412695175,23.155935727537724,6.158193314842549,0.0,0.0
2026-08-14T10:00:10Z,cam_01,zone_A,event_benchmark_01,0.29832704372218577,1.1995334967104259,1.1395568218749046,74.75026785847186,50.43791186831035,0.13949811311665572,0.11159849049332458,0.2193308174888743,0.15441446530276504,23,21,MIXED_EXPLICIT,24.312355990161507,24.312355990161507,-0.026508663928375864,-0.0026508663928375862,-0.011826303831632634,-0.0011826303831632633,2.3720990131132,1.0543034561815858,0.3115813756863737,0.01874445602394978,1.2054466486262423,0.008362459635719964,-0.0026508663928375862,-0.0011826303831632633,16.30380361071679,35.305088902784206,19.001285292067415,1.0,0.0
2026-08-14T10:00:20Z,cam_01,zone_A,event_benchmark_01,0.34286436885415156,1.2003962538391233,1.140376441147167,74.6957490853958,63.391773101846596,0.15285931065624547,0.12228744852499639,0.23714574754166062,0.17000252909895303,27,25,MIXED_EXPLICIT,11.303975983549208,11.303975983549208,0.04453732513196579,0.004453732513196579,0.0008627571286974334,8.627571286974333e-05,-0.05451877307605457,12.953861233536244,0.32200904007563297,0.022402809414490247,1.2037631836972025,0.006592990829770856,0.007104598906034165,0.0012689060960330068,13.084816862781778,27.625747317393774,14.540930454611996,1.0,0.0
2026-08-14T10:00:30Z,cam_01,zone_A,event_benchmark_01,0.39186996677637165,1.1920429213859962,1.1324407753166963,79.99132179047946,52.16601475925998,0.16756099003291147,0.1340487920263292,0.25674798671054866,0.18715448837173004,31,29,MIXED_EXPLICIT,27.82530703121948,27.82530703121948,0.04900559792222009,0.004900559792222009,-0.008353332453127083,-0.0008353332453127083,5.295572705083657,-11.225758342586616,0.3394742717508177,0.03943003740356005,1.200833118119401,0.007957354410554257,0.00044682727902543016,-0.0009216089581824515,20.7635057711406,21.133962134404584,0.37045636326398323,0.0,0.0
2026-08-14T10:00:40Z,cam_01,zone_A,event_benchmark_01,0.3092476106424415,1.2168944371308204,1.1560497152742792,83.10706930288801,57.72569779480847,0.14277428319273244,0.11421942655418596,0.22369904425697662,0.1582366637248545,24,22,MIXED_EXPLICIT,25.38137150807954,25.38137150807954,-0.08262235613393015,-0.008262235613393015,0.024851515744824137,0.0024851515744824136,3.1157475124085465,5.559683035548488,0.33342893952914243,0.03672568713566476,1.2040453819216848,0.009954034889867052,-0.013162795405615024,0.003320484819795122,16.013211661422396,30.700658280715697,14.6874466192933,1.0,0.0
2026-08-14T10:00:50Z,cam_01,zone_A,event_benchmark_01,0.3144829351365303,1.2133398234782757,1.1526728323043618,81.86094006987416,49.75584438893163,0.1443448805409591,0.11547590443276728,0.22579317405461213,0.1600690272977856,25,23,MIXED_EXPLICIT,32.10509568094253,32.10509568094253,0.005235324494088811,0.0005235324494088811,-0.0035546136525446137,-0.0003554613652544614,-1.2461292330138463,-7.96985340587684,0.33135838502633613,0.03761241766666725,1.2044413865089283,0.010349312396048216,0.008785768062801897,-0.0028406129397368753,19.49120483426017,22.04264180338722,2.5514369691270495,0.0,0.0
2026-08-14T10:01:00Z,cam_01,zone_A,event_benchmark_01,0.41038205056728283,1.1186711852692925,1.0627376260058279,76.33265786074465,47.893094257546146,0.17311461517018484,0.13849169213614787,0.2641528202269131,0.19363371769854898,32,30,MIXED_EXPLICIT,28.4395636031985,28.4395636031985,0.09589911543075252,0.009589911543075253,-0.09466863820898319,-0.009466863820898319,-5.5282822091295145,-1.8627501313854822,0.3537693863953556,0.045555408971637165,1.1882689242207016,0.040165689413903985,0.009066379093666371,-0.009111402455643857,22.537161476286766,30.46003656973058,7.922875093443814,0.0,0.0
2026-08-14T10:01:10Z,cam_01,zone_A,event_benchmark_01,0.37502132159582513,1.1418421611649574,1.0847500531067096,84.15036781706188,57.90949761433321,0.16250639647874754,0.13000511718299804,0.25000852863833006,0.1812574625585388,30,28,MIXED_EXPLICIT,26.240870202728665,26.240870202728665,-0.0353607289714577,-0.00353607289714577,0.023170975895664858,0.0023170975895664856,7.8177099563172305,10.016403356787066,0.36020077694369024,0.04589959849104735,1.1765581056858685,0.04409020944256843,-0.013125984440221023,0.011783961410464805,18.769806548167967,21.490999116918495,2.721192568750528,0.0,0.0
2026-08-14T10:01:20Z,cam_01,zone_A,event_benchmark_01,0.31840001544096386,1.1388297271454368,1.081888240788165,79.52898400773506,46.884118633423064,0.14552000463228915,0.11641600370583133,0.22736000617638555,0.16144000540433734,25,23,MIXED_EXPLICIT,32.644865374312,32.644865374312,-0.05662130615486127,-0.005662130615486127,-0.00301243401952056,-0.00030124340195205603,-4.621383809326815,-11.025378980910148,0.3455067866766087,0.04497747184497308,1.1659154668377565,0.04580695497554025,-0.0021260577183403575,-0.002618340991518542,20.45067360729794,23.624073302431384,3.173399695133444,0.0,0.0
2026-08-14T10:01:30Z,cam_01,zone_A,event_benchmark_01,0.3742212869269349,1.2629460650031858,1.1997987617530266,74.19638651039169,50.439505421934946,0.16226638607808047,0.1298131088624644,0.24968851477077397,0.1809774504244272,29,27,MIXED_EXPLICIT,23.756881088456744,23.756881088456744,0.05582127148597105,0.005582127148597104,0.124116337857749,0.0124116337857749,-5.332597497343372,3.555386788511882,0.35850152193350737,0.04110161447627762,1.1751257924122296,0.060796874053658446,0.011244257764083231,0.012712877187726956,19.02249678966946,27.172360523729182,8.149863734059721,0.0,0.0
2026-08-14T10:01:40Z,cam_01,zone_A,event_benchmark_01,0.3291367771896988,1.1403247719166163,1.0833085333207855,80.4248303939502,53.58740151156719,0.14874103315690965,0.11899282652552773,0.23165471087587952,0.16519787201639458,26,24,MIXED_EXPLICIT,26.837428882383016,26.837428882383016,-0.0450845097372361,-0.00450845097372361,-0.12262129308656955,-0.012262129308656954,6.228443883558512,3.1478960896322405,0.3614322903441411,0.03754689096019937,1.1605227820998978,0.05802930054096523,-0.010090578122320715,-0.024673763094431856,17.72141309527052,38.454408737606855,20.732995642336334,1.0,0.0
2026-08-14T10:01:50Z,cam_01,zone_A,event_benchmark_01,0.3342298055378373,1.1648168567875024,1.106576013948127,84.42804403508975,53.87226689844352,0.15026894166135119,0.12021515332908095,0.23369192221513493,0.16698043193824305,26,24,MIXED_EXPLICIT,30.555777136646235,30.555777136646235,0.0050930283481385175,0.0005093028348138517,0.024492084870886055,0.0024492084870886056,4.003213641139553,0.28486538687633356,0.346201841338252,0.026566611339412405,1.1697519164035397,0.05317564575365433,0.005017753808537462,0.014711337795745561,18.975706641210436,34.486224490543506,15.51051784933307,1.0,0.0
